No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
61,Month,十月 ,七月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.78626700000314,1.0111745000031078,422.79248299999745,422.8757016000018,423.6755353000044,423.77548329999263,423.77548329999263,423.77548329999263,down,1,1.4028909000044223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
34,Month,四月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,16,16,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.21616789999825,0.99920619999466,426.2246012999967,426.3080183999991,427.1077473000041,427.20771180000156,427.20771180000156,427.20771180000156,down,1,0.867765299990424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
102,Week,星期六,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,17,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.1167692000017,1.014378600011696,429.1236959999951,429.2070442999975,430.0067504000035,430.10688179999124,430.10688179999124,430.10688179999124,left,1,0.9919546000019182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
82,Month,六月,五月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,18,18,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.13486760000524,1.0115205000038259,432.1394780999981,432.22258030000376,433.02269699999306,433.12244170000486,433.12244170000486,433.12244170000486,up,1,0.7848211000091396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
126,Week,星期四,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,19,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.9503337999922,1.0107557000010274,434.95531140000094,435.0384650000051,435.83808089999366,435.93813070000033,435.93813070000033,435.93813070000033,right,1,0.8729068000102416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
11,Month,十一月 ,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,20,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.8498471999919,1.011134199987282,437.8540254999971,437.9374252999987,438.7372791999951,438.8372607000056,438.8372607000056,438.8372607000056,left,1,1.5410832000052324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
4,Month,四月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,21,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.4128820000042,1.0107561999902828,441.4197184999939,441.50311219999276,442.3025990000024,442.40269190000254,442.40269190000254,442.40269190000254,left,1,0.8166055000037886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
7,Month,七月,十一月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,22,22,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.2436330000055,1.0114716999960365,444.2522011999972,444.33535209999536,445.13514790000045,445.23507389999577,445.23507389999577,445.23507389999577,left,1,0.6962528000003658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
108,Week,星期五,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,23,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.96772250000504,1.0102552999887848,446.96780070000386,447.05113710000296,447.8509617999953,447.95087830000557,447.95087830000557,447.95087830000557,right,1,0.7565001000039047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
59,Month,五月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.7438719000056,1.010842200004845,449.7501886999962,449.8337001000036,450.6332529999927,450.7333406999969,450.7333406999969,450.7333406999969,left,1,1.438310099998489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
126,Week,星期五,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,25,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.21229609999864,1.0140186000062386,453.21584269999585,453.299059500001,454.0989069999923,454.1988663999946,454.1988663999946,454.1988663999946,right,1,0.9074460999981966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
98,Week,星期二,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,26,26,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1372474999953,1.0144770999904722,456.1481628000038,456.2315544000012,457.0312475999963,457.1312231000047,457.1312231000047,457.1312231000047,left,1,0.7764680000109365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
18,Month,九月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,27,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.9438636999985,1.010569600010058,458.94717949999904,459.0305672999966,459.83040740000433,459.93044749999535,459.93044749999535,459.93044749999535,right,1,0.5938348000054248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
111,Week,星期一,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,28,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.5544238000002,1.015497399988817,462.5627697000018,462.6461410000047,463.4458532999997,463.54580839999835,463.54580839999835,463.54580839999835,up,1,0.7783283000026131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
6,Month,六月,九月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,29,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.3544589999947,1.0105982999957632,465.3617224000045,465.44512889999896,466.24469389999285,466.3450482000044,466.3450482000044,466.3450482000044,left,1,1.3293815000070026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
99,Week,星期三 ,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,30,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.7069418000028,1.0118706000066595,468.7107074999949,468.7939419000031,469.59382149999146,469.69382689999475,469.69382689999475,469.69382689999475,left,1,0.7562459000037052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
21,Month,五月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,31,31,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.48671670000476,1.0099409999966156,471.49298169999383,471.576298400003,472.37618099999963,472.47593939999933,472.47593939999933,472.47593939999933,up,1,1.7119260000035865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
43,Month,十月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,32,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.2148775999958,1.0134296000032919,475.2252303999994,475.30859220000275,476.10828149999725,476.20812709999154,476.20812709999154,476.20812709999154,right,1,0.8912472000083653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
25,Month,一月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,33,33,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.1370261999982,1.0138333999930182,478.1408270999964,478.2243518000032,479.0241490000044,479.1240398999944,479.1240398999944,479.1240398999944,down,1,0.8628314000088722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
23,Month,一月,二月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,34,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0169353999954,1.012385500012897,481.02341409999644,481.1065546000027,481.9063582999952,482.0062779,482.0062779,482.0062779,up,1,0.6524665000033565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
84,Month,八月,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,35,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.6966645999928,0.9992333999980474,483.7056082000054,483.78915450000204,484.58860849999473,484.68878779999795,484.68878779999795,484.68878779999795,down,0,0.7786707000050228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
13,Month,二月,三月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,36,36,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.49316230000113,0.9990742999943905,486.5047487999982,486.58823049999774,487.38787009999214,487.4877131999965,487.4877131999965,487.4877131999965,right,1,0.6427706999966176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
48,Month,十月 ,八月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,37,37,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.1663084000029,1.011445400014054,489.17057279999426,489.25396279999404,490.05395000000135,490.15373000000545,490.15373000000545,490.15373000000545,right,1,0.8818663999991259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
114,Week,星期四,星期五,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,38,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.06478620000416,1.011029100001906,492.06952039999305,492.15290669999376,492.9528103000048,493.0528028999979,493.0528028999979,493.0528028999979,up,1,0.8614338000043062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
53,Month,五月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,39,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.94723829999566,1.0109207000059541,494.95206339999277,495.0354537999956,495.8351055999956,495.93513379999786,495.93513379999786,495.93513379999786,left,1,0.9956115999957547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
72,Month,四月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,40,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.9579233999975,1.0153087000071537,498.96732709999196,499.05072729999665,499.8503684000025,499.9504355999961,499.9504355999961,499.9504355999961,up,1,1.0444278999930248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
68,Month,十月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,41,41,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0291513999982,1.013115599998855,502.0330322999944,502.1163009000011,502.9161732999928,503.016188900001,503.016188900001,503.016188900001,down,1,0.8995120000035968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
39,Month,九月 ,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,42,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.9447649999929,1.0108215999935055,504.94871769999736,505.032131999993,505.8317706999951,505.93188970000483,505.93188970000483,505.93188970000483,down,1,0.7827042000135407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
65,Month,七月,五月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,43,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.7427325000026,1.012172599992482,507.7476503999933,507.8310694999964,508.630974899992,508.7308788999944,508.7308788999944,508.7308788999944,down,1,0.8315168999979505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
10,Month,二月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,44,44,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.5880518000049,1.0157042000064394,510.596933599998,510.6804565000057,511.4800571999949,511.58003339999414,511.58003339999414,511.58003339999414,right,1,1.0794083000073442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
60,Month,十二月,十月 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.6895191999938,1.0104625999956625,513.6958259999956,513.7794052999961,514.5789110000042,514.6790594000049,514.6790594000049,514.6790594000049,left,1,0.8923399000050267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
14,Month,四月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,46,46,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.6002237999928,1.0151124999974854,516.6115521000029,516.6947980999976,517.4946727999923,517.5946546999912,517.5946546999912,517.5946546999912,right,1,1.352450200007297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
26,Month,八月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,47,47,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.9847857999994,1.0155062000121688,519.9938756000047,520.0769689000008,520.8767940999969,520.9767282999965,520.9767282999965,520.9767282999965,up,1,1.0255589000007603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
57,Month,六月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,48,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0373093999951,1.0104781999980332,523.0428318999911,523.1260145999986,523.9257133999927,524.0258880000038,524.0258880000038,524.0258880000038,up,0,1.9299354000104358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
39,Month,十一月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,0,49,49,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.9835332999937,1.011799300002167,526.991443299994,527.0749125000002,527.8746148999926,527.9745809000015,527.9745809000015,527.9745809000015,right,1,0.7972366000030888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.7813275999943,529.7813275999943,space,2.077122300004703,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.9585965000006,535.8755117999972,535.9552239000041,537.8878442999994,537.8878442999994,537.8878442999994,537.8878442999994,right,0,0.7225984000106109,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.7044161999947,542.6229276999948,542.7029286000034,544.6358143999969,544.6358143999969,544.6358143999969,544.6358143999969,right,0,0.4312586000014562,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.2906944999995,549.0719237000012,549.3007101999974,551.083507599993,551.083507599993,551.083507599993,551.083507599993,right,0,0.5832817000045907,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.1709088999924,555.6699638999999,556.1651867000037,557.6814051999972,557.6814051999972,557.6814051999972,557.6814051999972,right,0,0.6171071999997366,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.5501692999969,562.3162752999924,562.5464422999939,564.3292628999916,564.3292628999916,564.3292628999916,564.3292628999916,left,0,0.6900858000153676,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0457576000044,565.0457576000044,space,1.7012689000112005,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
51,Month,七月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.7927968000004,1.000125400008983,567.7946349999984,567.8782323999912,568.6776184000046,568.7776913999987,568.7776913999987,568.7776913999987,down,1,0.9137538000068162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
52,Month,八月,四月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.7228478000034,1.0105554000037955,570.7270950999955,570.8104999999923,571.6102315000026,571.7101149999944,571.7101149999944,571.7101149999944,down,1,0.8603152000141563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
