No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,fix.started,main_image_2.stopped,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,participant,session,date,expName,psychopyVersion,frameRate,
57,Month,六月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.614396000281,1.0102841993793845,438.70480549987406,438.62158329971135,439.504443500191,439.6045757997781,439.6045757997781,439.6045757997781,down,1,0.7720612995326519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
23,Month,一月,二月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,16,16,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.4157293997705,1.0109442006796598,441.50403309985995,441.42065009940416,442.3036314994097,442.40377019997686,442.40377019997686,442.40377019997686,up,1,0.652432699687779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
59,Month,五月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,17,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0943454997614,0.9990382995456457,444.1862479997799,444.1029410995543,444.98620249982923,445.08606179989874,445.08606179989874,445.08606179989874,left,1,1.089975199662149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
55,Month,四月,一月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,18,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.2112082000822,0.9992845999076962,447.30211449973285,447.2186970002949,448.101760099642,448.2017029002309,448.2017029002309,448.2017029002309,down,1,0.8466472001746297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
26,Month,八月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,19,19,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.07617469970137,1.0118968999013305,450.16768439952284,450.08432389982045,450.96759520005435,451.0675420993939,451.0675420993939,451.0675420993939,up,1,1.0129968002438545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
72,Month,四月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,20,20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.11054109968245,1.0134383998811245,453.20012999977916,453.1169416997582,454.0000697001815,454.0997439995408,454.0997439995408,454.0997439995408,up,1,0.9326030993834138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
102,Week,星期六,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,21,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.06000929977745,1.0114655997604132,456.1492849998176,456.0657430002466,456.9490562994033,457.0489727994427,457.0489727994427,457.0489727994427,left,1,0.975492199882865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
61,Month,十月 ,七月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,22,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0551359998062,1.0124671999365091,459.14826050028205,459.0649189995602,459.94807850010693,460.0481623997912,460.0481623997912,460.0481623997912,down,1,0.8417145991697907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
53,Month,五月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,23,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.9276099996641,1.0108752995729446,462.01405869983137,461.9308486999944,462.81377770006657,462.9138060994446,462.9138060994446,462.9138060994446,left,1,0.9679105998948216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
48,Month,十月 ,八月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,24,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.92394160013646,1.0119750993326306,465.0128792999312,464.92996979970485,465.8127942001447,465.9128246996552,465.9128246996552,465.9128246996552,right,1,1.2086816998198628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
42,Month,九月 ,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,25,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.15805619955063,1.0106359999626875,468.245364099741,468.16203689947724,469.0450046993792,469.1450808001682,469.1450808001682,469.1450808001682,down,1,1.0951591990888119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
1,Month,一月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,26,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.2794778998941,1.0116605004295707,471.36117209959775,471.27780489996076,472.1609012996778,472.26071979943663,472.26071979943663,472.26071979943663,left,1,0.6923235999420285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
14,Month,四月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,27,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.9844816001132,0.9990111999213696,474.0769103001803,473.993439800106,474.8764236997813,474.9765692995861,474.9765692995861,474.9765692995861,right,1,0.7844711001962423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
21,Month,五月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,28,28,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.8054665001109,1.0124091003090143,476.8924990994856,476.809154599905,477.69225639943033,477.7921772999689,477.7921772999689,477.7921772999689,up,1,0.8078375989571214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
25,Month,一月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,29,29,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.6397930998355,1.0107670994475484,479.7246687998995,479.64150409959257,480.52450990024954,480.62454899959266,480.62454899959266,480.62454899959266,down,1,0.7762491991743445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
7,Month,七月,十一月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,30,30,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.44156940001994,1.0133196990936995,482.5239439997822,482.4408960994333,483.3235895000398,483.42367780022323,483.42367780022323,483.42367780022323,left,1,0.6169127002358437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
98,Week,星期二,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,31,31,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0620575994253,1.015183100476861,485.1564518995583,485.0731545994058,485.9561642995104,486.05622849985957,486.05622849985957,486.05622849985957,left,1,0.8173444997519255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
11,Month,十一月 ,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,32,32,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.91026510018855,1.0151249999180436,489.00521850027144,488.92184269987047,489.80490829981863,489.90470619965345,489.90470619965345,489.90470619965345,up,0,1.1591755002737045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
111,Week,星期一,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,33,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0953791998327,1.01461820024997,493.18714919965714,493.1038464996964,493.9868695996702,494.08691009972245,494.08691009972245,494.08691009972245,up,1,1.0979423001408577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
60,Month,十二月,十月 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,34,34,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.2155015002936,1.014746000058949,497.30231459997594,497.2192075997591,498.1021459000185,498.2022278001532,498.2022278001532,498.2022278001532,left,1,0.9819245999678969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
34,Month,四月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,35,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.21135229989886,1.0108663002029061,500.3015513997525,500.2181051997468,501.1011175997555,501.2012275001034,501.2012275001034,501.2012275001034,down,1,0.9675476998090744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
57,Month,三月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,36,36,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.2096755001694,1.0112591003999114,503.3004160998389,503.2169795995578,504.1001129997894,504.20018710009754,504.20018710009754,504.20018710009754,left,1,0.9364917995408177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
29,Month,五月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,37,37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.17299799993634,1.013488500379026,506.2661728998646,506.1830994999036,507.06603999994695,507.16585700027645,507.16585700027645,507.16585700027645,down,1,0.7950532995164394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
99,Week,星期三 ,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,38,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.9933140994981,0.9991963002830744,509.0819079000503,508.9986737994477,509.88164519984275,509.98161899950355,509.98161899950355,509.98161899950355,left,1,0.7072920994833112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
134,Week,星期五,星期三 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,39,39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.7259765993804,1.0132702002301812,511.81423689983785,511.7309951996431,512.6141337994486,512.7140152994543,512.7140152994543,512.7140152994543,left,1,0.830690199509263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
21,Month,十月 ,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,40,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.5730571998283,1.0114876003935933,514.6634186999872,514.5800145994872,515.4631536994129,515.5632386999205,515.5632386999205,515.5632386999205,right,1,0.7175399996340275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
70,Month,十月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,41,41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.3237146995962,1.0115558002144098,517.4122804002836,517.32905319985,518.2120950995013,518.3121467996389,518.3121467996389,518.3121467996389,up,1,1.0809792997315526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
126,Week,星期四,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,42,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.4250965993851,1.0103957001119852,520.5114498995245,520.428078699857,521.311102299951,521.411339700222,521.411339700222,521.411339700222,right,1,0.6060501001775265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
68,Month,十月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,43,43,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0547092994675,1.0153858000412583,523.1438440000638,523.0606833994389,523.9436579002067,524.043589499779,524.043589499779,524.043589499779,down,1,0.7891021994873881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
13,Month,二月,三月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,44,44,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.8736215997487,1.0109171997755766,525.9596958998591,525.8763247998431,526.7594606997445,526.8595270002261,526.8595270002261,526.8595270002261,right,1,0.7574918996542692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
10,Month,二月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,45,45,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.6513120001182,1.0105357998982072,528.7420846996829,528.6587212001905,529.5418863995001,529.6418955996633,529.6418955996633,529.6418955996633,right,1,0.7591092996299267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
65,Month,七月,五月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,46,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.4319294001907,1.0156701002269983,531.5245318999514,531.441095800139,532.3241799995303,532.4240935994312,532.4240935994312,532.4240935994312,up,0,1.527763799764216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
39,Month,十一月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,0,47,47,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.9824855998158,1.0113952001556754,535.0733132995665,534.9900209000334,535.8729296000674,535.9731128001586,535.9731128001586,535.9731128001586,right,1,0.8844104995951056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
123,Week,星期六,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,48,48,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.9027629001066,1.0146505003795028,538.988675000146,538.9054105998948,539.7883738996461,539.888568200171,539.888568200171,539.888568200171,down,1,1.4234341997653246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
4,Month,四月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,49,49,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.3477066997439,1.0131302000954747,542.4375470997766,542.3542583994567,543.2371923001483,543.3373034000397,543.3373034000397,543.3373034000397,left,1,1.2631977992132306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.6204455997795,544.6204455997795,space,5.140844499692321,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.8680536998436,553.7718259999529,553.8671322995797,555.7832793993875,555.7832793993875,555.7832793993875,555.7832793993875,right,0,0.609328399412334,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.8910469999537,560.4028032002971,560.8981152996421,562.4143194993958,562.4143194993958,562.4143194993958,562.4143194993958,right,0,0.31384829990565777,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.0206891000271,566.7330737998709,567.0293665993959,568.7456358000636,568.7456358000636,568.7456358000636,568.7456358000636,left,0,0.3278398001566529,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.3025671998039,573.0816254997626,573.3107436997816,575.0934232994914,575.0934232994914,575.0934232994914,575.0934232994914,right,0,0.5316541995853186,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.7273972993717,579.6293281000108,579.7250004000962,581.6412626998499,581.6412626998499,581.6412626998499,581.6412626998499,right,0,0.3427123995497823,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.0080431997776,582.0080431997776,space,1.8163740001618862,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
119,Week,星期二,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.9097646996379,0.9990801997482777,584.9569809995592,584.9234783994034,585.7566521996632,585.8565830998123,585.8565830998123,585.8565830998123,down,1,0.8960589999333024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
128,Week,星期日,星期四,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.7818916998804,1.0150359999388456,588.8721463000402,588.7890620995313,589.6717623993754,589.7719243997708,589.7719243997708,589.7719243997708,right,1,0.8608042001724243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-15_15h59.38.773,ETproject_Chi_2023.1.1,2023.1.1,59.99934007208213,
