No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
102,Week,星期六,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.25319969998964,1.0150275000050897,457.26245259999996,457.3458352999878,458.14558899999247,458.2455639999971,458.2455639999971,458.2455639999971,left,1,1.2302171000046656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
61,Month,十月 ,七月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.5009456999978,1.0154457000026014,460.51141349998943,460.5946292000008,461.39450709999073,461.4945049999951,461.4945049999951,461.4945049999951,down,1,1.1489074999990407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
1,Month,一月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,17,17,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.6660218999896,1.0143532999936724,464.6766217999975,464.7600909999892,465.55988249999064,465.65980399999535,465.65980399999535,465.65980399999535,left,1,0.6949774000095204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
141,Week,星期六,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,18,18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.3807375999895,1.0152202000026591,468.39217199999257,468.4754041999986,469.2751963999908,469.37520339999173,469.37520339999173,469.37520339999173,down,1,0.9157189999968978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
14,Month,四月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,19,19,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.32152289999067,1.0124856000038562,471.3244910999929,471.40775439998833,472.2078560999944,472.3075925000012,472.3075925000012,472.3075925000012,right,1,0.935072799999034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
53,Month,五月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,20,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.2806249999994,1.014832100001513,475.2897934999928,475.3734581999888,476.17312870000023,476.2730409999931,476.2730409999931,476.2730409999931,left,1,0.7470498999900883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
134,Week,星期五,星期三 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,21,21,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.0457399000006,1.0154452999995556,478.0557659999904,478.138976199989,478.9386349999986,479.0387150999886,479.0387150999886,479.0387150999886,left,1,0.7091783000068972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
82,Month,六月,五月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,22,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.7765145000012,1.0148404999927152,481.78769230000034,481.8711132999888,482.670735599997,482.77072689999477,482.77072689999477,482.77072689999477,up,1,0.9846764999965671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
70,Month,十月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,23,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.7919523999881,1.0147858999989694,485.80302449999726,485.88638559999526,486.6862997999997,486.7860267999931,486.7860267999931,486.7860267999931,up,1,1.1369839999970281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
25,Month,一月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,24,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.9581265000015,1.014528400002746,488.96861289998924,489.05200669998885,489.8518621999974,489.9517935999902,489.9517935999902,489.9517935999902,down,1,0.9312902999954531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
39,Month,九月 ,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,25,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.90874549999717,1.0124209999921732,491.9178275000013,492.00106309998955,492.80068149999715,492.9008502999932,492.9008502999932,492.9008502999932,down,1,0.7737435999879381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
84,Month,八月,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,26,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.7098818999948,1.0119619000033708,494.71693660000165,494.8002603999921,495.59986489999574,495.69993679999607,495.69993679999607,495.69993679999607,up,1,1.0083497000014177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
18,Month,九月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,27,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.7410532999929,1.0118094000063138,497.749250199995,497.83249439999054,498.6322349999973,498.73226999999315,498.73226999999315,498.73226999999315,right,1,0.7261549999966519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
7,Month,七月,十一月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,28,28,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.4994446999917,1.0109189000068,500.498251099998,500.5815756999946,501.3812787999923,501.48132669999904,501.48132669999904,501.48132669999904,left,1,0.8983821000147145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
42,Month,九月 ,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,29,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.40558969999256,1.0150614000012865,503.41390729999694,503.497384199989,504.29701080000086,504.39693059999263,504.39693059999263,504.39693059999263,down,1,0.9975332000030903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
23,Month,一月,二月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.42798499998753,1.0110509999940405,506.4295204999944,506.5129511999985,507.312723199997,507.41273729999375,507.41273729999375,507.41273729999375,up,1,0.757943399992655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
39,Month,十一月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,0,31,31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.20757759999833,1.0103180000005523,509.211962699992,509.2954861999897,510.0950317999959,510.1952741999994,510.1952741999994,510.1952741999994,right,1,0.8323148999916157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
10,Month,二月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,32,32,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.0549752999941,1.013203099995735,512.0611189999909,512.1445863999979,512.944141,513.0442057999899,513.0442057999899,513.0442057999899,right,1,0.7665036000107648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
59,Month,五月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,33,33,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.836358799992,1.0116068000061205,514.8435390999948,514.9271836999978,515.7265148000006,515.8265508999903,515.8265508999903,515.8265508999903,left,1,0.8809318000130588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
34,Month,四月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,34,34,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.731093800001,1.015559999999823,517.7426628999965,517.8258636999963,518.6257025999948,518.7255972999992,518.7255972999992,518.7255972999992,down,1,0.8056680000008782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
142,Week,星期日,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.568117399991,1.0140602000028593,520.5748922999919,520.6582251999935,521.457878199988,521.5580488999985,521.5580488999985,521.5580488999985,down,1,1.0044021000067005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
46,Month,八月,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,36,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.5997199999983,1.0125900999992155,523.6074496999936,523.6906842999888,524.4905444999895,524.5903911999922,524.5903911999922,524.5903911999922,right,1,0.8212346999935107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
68,Month,十月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,37,37,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.4494233000005,1.0117259999969974,526.4563098999934,526.5398028999916,527.3394913999946,527.4393509999936,527.4393509999936,527.4393509999936,down,1,0.8110427999927197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
99,Week,星期三 ,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,38,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.2793696000008,1.0137781000084942,529.2889369999903,529.3721068000013,530.1716940999904,530.2718819000002,530.2718819000002,530.2718819000002,left,1,0.9870452000031946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
29,Month,五月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,39,39,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.2958543999994,0.9991792000073474,532.3045049999928,532.3876667000004,533.1874051999912,533.2874759999977,533.2874759999977,533.2874759999977,down,1,0.8441500000044471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
21,Month,五月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,40,40,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.1594398000016,0.999092500002007,535.1702091999905,535.2535715999984,536.053164699988,536.1533006999962,536.1533006999962,536.1533006999962,up,1,0.8409801999951014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
11,Month,十一月 ,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,41,41,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.0297667999985,1.0119101000018418,538.0358582999907,538.119139699993,538.9189121999952,539.0191768999939,539.0191768999939,539.0191768999939,left,1,0.9606273999961559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
108,Week,星期五,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,42,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0115077999944,1.012913300000946,541.0183657000016,541.1015650999907,541.9014702999993,542.0014020999952,542.0014020999952,542.0014020999952,right,1,0.8178582999971695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
6,Month,六月,九月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,43,43,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.8586352999992,1.014850599996862,544.8669316000014,544.9503211999981,545.7500143999932,545.8501805999986,545.8501805999986,545.8501805999986,left,1,0.8162287000013748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
43,Month,十月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,44,44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.6885551000014,1.0147899000003235,547.6994024000014,547.7827149999939,548.5823759999912,548.6824817000015,548.6824817000015,548.6824817000015,right,1,1.0733022000058554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
126,Week,星期五,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,45,45,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.7880634999892,1.01371260000451,550.7982594999921,550.8817910999933,551.6813809000014,551.7813335999963,551.7813335999963,551.7813335999963,right,1,0.8450977000029525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
126,Week,星期四,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,46,46,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.6551557999919,1.0126705000002403,553.6641692999983,553.7473682999989,554.5471460999979,554.6473540000006,554.6473540000006,554.6473540000006,right,1,0.8758207000064431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
21,Month,十月 ,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,47,47,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.5633578999987,1.0100055000075372,556.563127299989,556.6465626999998,557.4461176999903,557.5460552000004,557.5460552000004,557.5460552000004,right,1,0.7287921000097413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
57,Month,六月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,48,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.3071224999876,0.999145599998883,559.3124930999911,559.395811800001,560.195430199994,560.2952376999892,560.2952376999892,560.2952376999892,down,1,1.0036230999976397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
65,Month,七月,五月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,49,49,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.332499799988,0.9990068999904906,562.3446218999889,562.4277272999898,563.2274190999888,563.3276079999923,563.3276079999923,563.3276079999923,down,1,0.8274168000061763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.1775873000006,564.1775873000006,space,2.465627500001574,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.9176502999908,570.6451488999883,570.9249699999928,572.657916600001,572.657916600001,572.657916600001,572.657916600001,left,0,0.46505830000387505,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.61749769999,577.127218900001,577.6228113999969,579.1391242999962,579.1391242999962,579.1391242999962,579.1391242999962,right,0,0.3511090999963926,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.8854092999973,583.50801949999,583.8872330000013,585.5199296999926,585.5199296999926,585.5199296999926,585.5199296999926,right,0,0.3950652000057744,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0098186999967,589.922195399995,590.0185552999901,591.934531699997,591.934531699997,591.934531699997,591.934531699997,right,0,0.8368040000059409,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.8669325999945,596.7865183999966,596.8664212000003,598.7989086000016,598.7989086000016,598.7989086000016,598.7989086000016,right,0,0.37973210000200197,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.1989467999956,599.1989467999956,space,1.8044694000127492,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
47,Month,五月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.0558459999884,1.0002496000088286,602.0645554999937,602.1314885999891,602.9309948000009,603.0309559999878,603.0309559999878,603.0309559999878,left,1,0.8112851000041701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
143,Week,星期日,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.8711246999883,1.0155161000002408,604.8803569000011,604.9637016999914,605.7632557999896,605.8633506999904,605.8633506999904,605.8633506999904,down,1,0.8762768000015058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
