No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,fix.started,main_image_2.stopped,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
43,Month,十月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,15,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.5494497999971,1.0144688000000315,511.6433307000043,511.5599676000056,512.4430581999986,512.5429843999955,512.5429843999955,512.5429843999955,right,1,1.2847419000027003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
126,Week,星期四,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,16,16,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.8676816000007,1.0133454000024358,514.9591066000066,514.8755574000024,515.7586350999991,515.8586166999958,515.8586166999958,515.8586166999958,right,1,0.8744164000090677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
72,Month,四月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,17,17,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.773806499994,1.0126214000047185,517.8581382000048,517.7745900999944,518.6578073000055,518.7578411000068,518.7578411000068,518.7578411000068,up,1,1.975079599986202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
123,Week,星期六,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,18,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.7651754000035,1.0116253000014694,521.8566338000019,521.7732790999944,522.6563607000062,522.7563982000065,522.7563982000065,522.7563982000065,down,1,1.663951199996518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
6,Month,六月,九月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,19,19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.4545320999969,1.0119609000103083,525.5387119000006,525.4554197000034,526.3385984999986,526.4386611000009,526.4386611000009,526.4386611000009,left,1,1.1665197999973316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
2,Month,二月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,20,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.6472092999975,1.0111507999972673,528.7376207999987,528.6543095000015,529.537619600007,529.6372934000028,529.6372934000028,529.6372934000028,left,1,0.9596344000019599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
21,Month,五月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,21,21,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.6288611999989,1.0133160999976099,531.7201576000007,531.6369275999969,532.5197609999959,532.6197648000016,532.6197648000016,532.6197648000016,up,1,1.3200867999985348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
25,Month,一月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,22,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.9790945000059,0.999372799997218,536.0687631999972,535.9856248000069,536.8683315000017,536.9683911999964,536.9683911999964,536.9683911999964,down,1,1.1641172999952687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
82,Month,六月,五月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,23,23,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.1579221000065,1.0119730000005802,539.2510015999942,539.1677701999943,540.0506728999972,540.1505819999948,540.1505819999948,540.1505819999948,up,1,1.309252799997921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
1,Month,一月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,24,24,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.4992700000075,1.0108634000062011,542.5831050000052,542.4999311000065,543.3828659000064,543.4828462000078,543.4828462000078,543.4828462000078,left,1,0.7140394999878481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
53,Month,五月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,25,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.2265291000003,1.0152571000071475,545.3156399000072,545.2321884000048,546.1151879000026,546.2152146999942,546.2152146999942,546.2152146999942,left,1,0.9500928999914322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
99,Week,星期三 ,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,26,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.1914195000063,1.0147989000106463,548.2812401000047,548.1978553000008,549.0810662999938,549.1810390999963,549.1810390999963,549.1810390999963,left,1,2.0467421999928774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
68,Month,十月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,27,27,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.2547330000016,1.011364300007699,552.346626999999,552.263263599998,553.1464099000077,553.2465460000021,553.2465460000021,553.2465460000021,down,1,2.790683100000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
142,Week,星期日,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,28,28,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0692373999991,1.0120729000045685,557.1617315999974,557.0783505000072,557.9614125000007,558.0613443999973,558.0613443999973,558.0613443999973,down,1,1.9991623000096297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
59,Month,五月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,29,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.0886161000017,1.014389999996638,562.1767130000007,562.0933499000021,562.9763068999964,563.0763755000007,563.0763755000007,563.0763755000007,left,1,2.7371931000088807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
61,Month,十月 ,七月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,30,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.8530360000077,1.0119525000045542,566.9417723000006,566.8584168000016,567.7413751000058,567.8415924999936,567.8415924999936,567.8415924999936,down,1,1.1946581000083825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
13,Month,二月,三月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,31,31,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0735968000008,1.010595400002785,570.1574168000006,570.0741009999983,570.9572874000078,571.0572165999984,571.0572165999984,571.0572165999984,right,1,1.075640699986252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
70,Month,十月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,32,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.1648210000058,1.0119158000015887,573.2563886000062,573.173035199994,574.0562632000001,574.1560506000023,574.1560506000023,574.1560506000023,up,1,1.6409061000013025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
21,Month,十月 ,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,33,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.8259563999964,0.9993949999916367,576.9218701999998,576.8384269000017,577.7214576000042,577.821500900005,577.821500900005,577.821500900005,right,1,0.9030335999996169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
39,Month,九月 ,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,34,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.7580461999969,1.015003099993919,579.8541649000035,579.7710647999993,580.6538203000018,580.7539150000011,580.7539150000011,580.7539150000011,down,1,1.3549811999982921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
98,Week,星期二,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,35,35,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.1458201999994,0.9990487999893958,583.2364763000005,583.1530129999956,584.0362628999937,584.1361554999967,584.1361554999967,584.1361554999967,left,1,1.0442819999880157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
65,Month,七月,五月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,36,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.211775900003,1.0148608000017703,586.3021033000041,586.2188221000033,587.1017856000035,587.201692900002,587.201692900002,587.201692900002,down,1,1.4344084000040311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
16,Month,八月,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,37,37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.6821442,1.0113854000082938,589.7676785000003,589.6841953000039,590.5675027000034,590.6674964000049,590.6674964000049,590.6674964000049,right,1,0.9290328999923076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
7,Month,七月,十一月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,38,38,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.6280536000049,1.015728600003058,592.7166599999982,592.6333025999993,593.5163676000011,593.616463300008,593.616463300008,593.616463300008,left,1,0.7393491999973776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
34,Month,四月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,39,39,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.3938812000051,1.0117003000050317,595.482382299997,595.3991236999937,596.2820506000062,596.3821083000003,596.3821083000003,596.3821083000003,down,1,0.902130100002978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
141,Week,星期六,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,40,40,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.3256796999995,1.0110577000014018,598.4147532999996,598.3313380999971,599.214432300003,599.314484399998,599.314484399998,599.314484399998,down,1,1.2905859999882523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
4,Month,四月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,41,41,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.6419468000022,1.0106976000097347,601.7302944000039,601.646994600007,602.5300556999937,602.6302560999975,602.6302560999975,602.6302560999975,left,1,1.142588100003195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
46,Month,八月,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,42,42,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.8026039000033,1.0115876999916509,604.8961825000079,604.8126540000012,605.6957656999948,605.7960429000013,605.7960429000013,605.7960429000013,right,1,0.9919683999905828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
108,Week,星期五,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,43,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.8284077000062,1.0101049000077182,607.9117040000056,607.828359900006,608.7113237999947,608.8114748000007,608.8114748000007,608.8114748000007,right,1,1.4175553999957629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
16,Month,七月,十月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,44,44,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.2671093000026,1.0132715000072494,611.3603421999942,611.2771504000048,612.1601662999965,612.2602381999968,612.2602381999968,612.2602381999968,right,1,1.2962284999957774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
26,Month,八月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,45,45,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.5841374999945,1.0144255999912275,614.676035000004,614.5927886000063,615.4756628999967,615.5757797000042,615.5757797000042,615.5757797000042,up,1,1.324401299993042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
18,Month,九月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,46,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.9338561999975,1.015288700000383,618.0250065000073,617.941611299997,618.8246820999993,618.9247657000014,618.9247657000014,618.9247657000014,right,1,1.4309753999987151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
48,Month,十月 ,八月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,47,47,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.3851557999951,1.0107454999961192,621.4736741000015,621.3904189999957,622.2736146000025,622.3736019999997,622.3736019999997,622.3736019999997,right,1,1.7430336999968858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
102,Week,星期六,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,48,48,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.1524307,1.0113817999954335,625.2394528000077,625.1561150999987,626.0393183000051,626.1390672000052,626.1390672000052,626.1390672000052,left,1,2.400950700000976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
29,Month,五月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,49,49,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.5818465999982,1.012030699988827,629.6715839000026,629.5881570999991,630.4711647000004,630.5710789000077,630.5710789000077,630.5710789000077,down,1,2.5528880000056233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.1538156999959,633.1538156999959,space,11.290765600002487,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.7014047000048,648.4527538000038,648.6986295000024,650.4644738999996,650.4644738999996,650.4644738999996,650.4644738999996,right,0,1.7085982999851694,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.6556605000005,656.1852918000004,656.6625073999967,658.1954026999956,658.1954026999956,658.1954026999956,658.1954026999956,right,0,0.5297361999982968,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.9791132000028,662.7310426999975,662.9769791000072,664.7428438999996,664.7428438999996,664.7428438999996,664.7428438999996,right,0,1.1737376999953995,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0116803000055,669.9282059000034,670.0079334999973,671.9407234000028,671.9407234000028,671.9407234000028,671.9407234000028,left,0,0.6408028000005288,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.6506848000063,676.5924979000047,676.6560367999991,678.605186599998,678.605186599998,678.605186599998,678.605186599998,left,0,1.2799893000046723,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.9050324000054,679.9050324000054,space,6.740199199994095,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
8,Month,八月,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.7293620000055,0.9991841000010027,687.7689843000044,687.7357109000077,688.5686751999965,688.668648800005,688.668648800005,688.668648800005,left,1,1.615482900000643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
133,Week,星期五,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.3127445000064,1.0154287999903318,691.401283799998,691.3177485999986,692.2007127000034,692.3007408000049,692.3007408000049,692.3007408000049,left,1,1.2568473999999696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
