No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,participant,session,date,expName,psychopyVersion,frameRate,
18,Month,九月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,15,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.70802509970963,1.0127705996856093,444.71073129959404,444.7942177997902,445.59387019928545,445.69374609924853,445.69374609924853,445.69374609924853,right,1,0.8492234004661441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
1,Month,一月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,16,16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.5748075991869,1.0113516002893448,447.5764121999964,447.6598026994616,448.4594581993297,448.5593776991591,448.5593776991591,448.5593776991591,left,1,0.926523300819099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
61,Month,十月 ,七月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,17,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.5191333992407,1.0103997001424432,450.5254612993449,450.60874679964036,451.40849379915744,451.5085120992735,451.5085120992735,451.5085120992735,down,1,1.1374295009300113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
6,Month,六月,九月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,18,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.6801771996543,1.0146425003185868,454.690803299658,454.7741470998153,455.5738262999803,455.6738987993449,455.6738987993449,455.6738987993449,left,1,0.996886900626123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
16,Month,七月,十月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,19,19,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.69850499928,1.01481410022825,457.70657399948686,457.78970079962164,458.589419699274,458.6893261997029,458.6893261997029,458.6893261997029,right,1,1.2055183006450534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
46,Month,八月,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,20,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9305232996121,1.015315200202167,460.9385162992403,461.02179259993136,461.82168459985405,461.9216960994527,461.9216960994527,461.9216960994527,right,1,0.9166343007236719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
55,Month,四月,一月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,21,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.86037639994174,1.0136145995929837,463.8709754999727,463.95437349937856,464.7542025996372,464.8540304992348,464.8540304992348,464.8540304992348,down,1,0.9996670000255108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
102,Week,星期六,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,22,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.8786780992523,1.0118260998278856,466.8865954997018,466.97002849914134,467.76971669960767,467.8697027992457,467.8697027992457,467.8697027992457,left,1,0.8014146005734801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
34,Month,四月,六月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,23,23,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.7166648991406,1.010887499898672,469.71909379959106,469.8024920998141,470.6021300991997,470.7022249996662,470.7022249996662,470.7022249996662,down,1,1.3191577000543475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
10,Month,二月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,24,24,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0609786994755,1.009532400406897,473.06790709961206,473.1514174994081,473.9510498996824,474.05098249949515,474.05098249949515,474.05098249949515,right,1,0.7231491003185511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
99,Week,星期三 ,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,25,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.8190764999017,1.0108901001513004,475.8337385999039,475.9003233993426,476.7002677991986,476.8002530997619,476.8002530997619,476.8002530997619,left,1,2.1586356004700065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
23,Month,一月,二月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,26,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.9886598000303,1.015340999700129,479.9993576994166,480.0822597993538,480.88212829921395,480.98221489973366,480.98221489973366,480.98221489973366,up,1,1.2967241005972028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
39,Month,九月 ,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,27,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.3128146994859,1.011488700285554,483.31471499986947,483.3982211994007,484.19770549982786,484.29759029950947,484.29759029950947,484.29759029950947,down,1,0.8769166013225913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
13,Month,二月,三月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,28,28,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.2027517994866,1.014117599464953,486.2136126998812,486.29705369938165,487.09670679923147,487.19668000005186,487.19668000005186,487.19668000005186,right,1,1.201226701028645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
14,Month,四月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,29,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.4357795994729,1.015275999903679,489.4460764992982,489.52915629930794,490.3289334997535,490.4288994995877,490.4288994995877,490.4288994995877,right,1,0.809892900288105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
70,Month,十月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,30,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.27165939938277,1.013662800192833,492.27831839956343,492.36175669915974,493.1615176992491,493.26134369987994,493.26134369987994,493.26134369987994,up,1,1.3368560010567307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
11,Month,十一月 ,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,31,31,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.63941299915314,1.0149146998301148,495.64385449979454,495.72708809934556,496.52707479987293,496.6268464997411,496.6268464997411,496.6268464997411,left,1,1.2913494007661939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
108,Week,星期五,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,32,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.9560789996758,1.0110187996178865,498.9593771994114,499.04268129915,499.84245029930025,499.9425049992278,499.9425049992278,499.9425049992278,right,1,2.44795920047909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
141,Week,星期六,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,33,33,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.41874589957297,1.0130545999854803,503.42483039945364,503.5079504996538,504.307852499187,504.4076539995149,504.4076539995149,504.4076539995149,down,1,0.9989627003669739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
72,Month,四月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,34,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.4361386997625,1.0118582993745804,506.44023819919676,506.52364789973944,507.3234898997471,507.42357419990003,507.42357419990003,507.42357419990003,up,1,0.9747128011658788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
114,Week,星期四,星期五,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,35,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.44131789915264,1.0099786994978786,509.4560600994155,509.5227718995884,510.3223926993087,510.4224780993536,510.4224780993536,510.4224780993536,up,1,0.9754641000181437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
134,Week,星期五,星期三 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,36,36,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.4384635994211,1.0093696992844343,512.4383002994582,512.5217349994928,513.3213473996148,513.4213611995801,513.4213611995801,513.4213611995801,left,1,0.9847396006807685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
68,Month,十月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,37,37,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.4486076999456,1.0119064003229141,515.4539987994358,515.5373975997791,516.3369936998934,516.4370146999136,516.4370146999136,516.4370146999136,down,1,1.3934971010312438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
126,Week,星期四,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,38,38,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.8640974992886,1.0102324998006225,518.8698117993772,518.952974899672,519.7526036994532,519.8526941994205,519.8526941994205,519.8526941994205,right,1,0.6010642005130649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
21,Month,十月 ,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,39,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.4933735998347,0.9992271000519395,521.501845699735,521.5852850992233,522.3853338994086,522.4852288998663,522.4852288998663,522.4852288998663,left,0,1.5848417012020946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
16,Month,八月,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,40,40,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.1127839991823,1.0103796999901533,525.1175868995488,525.2008730992675,526.0004610996693,526.1006515994668,526.1006515994668,526.1006515994668,right,1,1.0647902013733983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
59,Month,五月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,41,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.190464399755,1.0122726997360587,528.1999539993703,528.2831213995814,529.0828752992675,529.182845399715,529.182845399715,529.182845399715,left,1,2.1361370999366045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
7,Month,七月,十一月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,42,42,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.3564003994688,0.9990857997909188,532.3651315998286,532.4485481996089,533.2482800995931,533.3481281995773,533.3481281995773,533.3481281995773,left,1,1.1851679999381304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
57,Month,六月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,43,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.568644599989,0.9991327999159694,535.5806318996474,535.6641266997904,536.463696799241,536.5637430995703,536.5637430995703,536.5637430995703,down,1,1.2825179006904364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
43,Month,十月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,44,44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.8721989998594,1.0111648999154568,538.8795121992007,538.9630066994578,539.7626413991675,539.8628930998966,539.8628930998966,539.8628930998966,right,1,0.7275017006322742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
4,Month,四月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,45,45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.6186390994117,1.0151524003595114,541.628729599528,541.7121985992417,542.5117768999189,542.6118383994326,542.6118383994326,542.6118383994326,left,1,0.6904566008597612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
21,Month,五月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.336760699749,1.0118135996162891,544.3444342995062,544.4278232995421,545.2275931993499,545.3275029994547,545.3275029994547,545.3275029994547,up,1,1.374320900067687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
25,Month,一月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,47,47,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.7369268992916,1.0152262998744845,548.7429907992482,548.8262466993183,549.625980399549,549.7260350994766,549.7260350994766,549.7260350994766,down,1,0.8088038014248013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
111,Week,星期一,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,48,48,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.5708705997095,1.0149518996477127,552.5751507999375,552.6584794996306,553.4583099996671,553.5582333998755,553.5582333998755,553.5582333998755,up,1,0.6080460008233786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
53,Month,五月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,49,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.2008320000023,1.0148344999179244,556.2070867000148,556.2905291998759,557.0902114994824,557.1903424998745,557.1903424998745,557.1903424998745,left,1,0.7445605006068945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.9568660994992,557.9568660994992,space,3.3129481012001634,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.358372299932,565.2743339994922,565.3544545993209,567.2870323993266,567.2870323993266,567.2870323993266,567.2870323993266,right,0,0.3994287010282278,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.9332729997113,571.6895491993055,571.9353641998023,573.701485899277,573.701485899277,573.701485899277,573.701485899277,right,0,0.6412681005895138,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.4288521995768,578.353269699961,578.4333782996982,580.3660765998065,580.3660765998065,580.3660765998065,580.3660765998065,left,0,0.3433058010414243,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.2033303994685,584.7191312992945,585.1977213993669,586.7305262992159,586.7305262992159,586.7305262992159,586.7305262992159,right,0,0.6833099005743861,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.6570796994492,591.4161800993606,591.6620995998383,593.4281444996595,593.4281444996595,593.4281444996595,593.4281444996595,left,0,0.4332590000703931,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.8780490998179,593.8780490998179,space,1.9843802005052567,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
51,Month,七月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.909528799355,0.9994527995586395,596.9103433992714,596.9935203995556,597.793413599953,597.8932845992967,597.8932845992967,597.8932845992967,down,1,0.8567361002787948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
118,Week,星期一,星期三 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.7890660995618,1.0105157997459173,599.7925948994234,599.8758886000142,600.6756417993456,600.7757263993844,600.7757263993844,600.7757263993844,down,1,1.0135629009455442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
